"gisds_case_reference","gisds_open_date","gisds_close_date","gisds_handler","gisds_case_category","gisds_severity_band","gisds_claimant","gisds_status","gisds_location","original_source","dq_case_id_status","dq_status_status","dq_category_mapping","dq_severity_mapping","picklist_case_type_flag","picklist_status_flag"
"5094","2021-06-02",NULL,"Jones T","MOTOR","MEDIUM","P4","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5095","2021-06-03",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P1","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5096","2021-06-04",NULL,"Smith R","MOTOR","HIGH","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5097","2021-06-05",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P3","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5098","2021-06-06",NULL,"Jones T","MOTOR","LOW","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5099","2021-06-07",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5100","2021-06-08",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P3","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5101","2021-06-09",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P2","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5102","2021-06-10",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P1","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5103","2021-06-11",NULL,"Smith R","MOTOR","LOW","P3","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5104","2021-06-12",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5105","2021-06-13",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5106","2021-06-14",NULL,"Jones T","MOTOR","HIGH","P2","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5107","2021-06-15",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5108","2021-06-16",NULL,"Brown K","MOTOR","HIGH","P4","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5109","2021-06-17",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5110","2021-06-18",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5111","2021-06-19",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P4","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5112","2021-06-20",NULL,"Brown K","MOTOR","LOW","P3","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5113","2021-06-21",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5114","2021-06-22",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P2","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5115","2021-06-23",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P4","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5116","2021-06-24",NULL,"Jones T","MOTOR","HIGH","P3","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5117","2021-06-25",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5118","2021-06-26",NULL,"Brown K","PUBLIC LIABILITY","LOW","P3","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5119","2021-06-27",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P4","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5120","2021-06-28",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P3","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5121","2021-06-29",NULL,"Brown K","MOTOR","LOW","P4","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5122","2021-06-30",NULL,"Smith R","PUBLIC LIABILITY","LOW","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5123","2021-07-01",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5124","2021-07-02",NULL,"Smith R","MOTOR","MEDIUM","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5125","2021-07-03",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5126","2021-07-04",NULL,"Jones T","MOTOR","MEDIUM","P4","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5127","2021-07-05",NULL,"Jones T","EMPLOYERS LIABILITY","HIGH","P2","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5128","2021-07-06",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P1","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5129","2021-07-07",NULL,"Jones T","MOTOR","HIGH","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5130","2021-07-08",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5131","2021-07-09",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P3","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5132","2021-07-10",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P1","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5133","2021-07-11",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5134","2021-07-12",NULL,"Smith R","PUBLIC LIABILITY","LOW","P1","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5135","2021-07-13",NULL,"Smith R","PUBLIC LIABILITY","LOW","P1","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5136","2021-07-14",NULL,"Jones T","MOTOR","LOW","P3","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5137","2021-07-15",NULL,"Jones T","PUBLIC LIABILITY","LOW","P2","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5138","2021-07-16",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P3","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5139","2021-07-17",NULL,"Jones T","MOTOR","MEDIUM","P4","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5140","2021-07-18",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P3","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5141","2021-07-19",NULL,"Brown K","MOTOR","LOW","P3","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5142","2021-07-20",NULL,"Jones T","EMPLOYERS LIABILITY","HIGH","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5143","2021-07-21",NULL,"Smith R","MOTOR","MEDIUM","P2","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5144","2021-07-22",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P3","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5145","2021-07-23",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5146","2021-07-24",NULL,"Smith R","PUBLIC LIABILITY","LOW","P4","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5147","2021-07-25",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P4","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5148","2021-07-26",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5149","2021-07-27",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5150","2021-07-28",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5151","2021-07-29",NULL,"Brown K","MOTOR","HIGH","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5152","2021-07-30",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5153","2021-07-31",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P4","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5154","2021-08-01",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5155","2021-08-02",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P1","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5156","2021-08-03",NULL,"Smith R","MOTOR","MEDIUM","P2","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5157","2021-08-04",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5158","2021-08-05",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P1","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5159","2021-08-06",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5160","2021-08-07",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5161","2021-08-08",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5162","2021-08-09",NULL,"Smith R","MOTOR","LOW","P1","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5163","2021-08-10",NULL,"Jones T","EMPLOYERS LIABILITY","HIGH","P3","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5164","2021-08-11",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5165","2021-08-12",NULL,"Brown K","MOTOR","MEDIUM","P1","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5166","2021-08-13",NULL,"Brown K","MOTOR","LOW","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5167","2021-08-14",NULL,"Brown K","MOTOR","HIGH","P3","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5168","2021-08-15",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5169","2021-08-16",NULL,"Jones T","MOTOR","LOW","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5170","2021-08-17",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P3","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5171","2021-08-18",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5172","2021-08-19",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5173","2021-08-20",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5174","2021-08-21",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P4","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5175","2021-08-22",NULL,"Smith R","PUBLIC LIABILITY","LOW","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5176","2021-08-23",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5177","2021-08-24",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5178","2021-08-25",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5179","2021-08-26",NULL,"Brown K","PUBLIC LIABILITY","LOW","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5180","2021-08-27",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P3","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5181","2021-08-28",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5182","2021-08-29",NULL,"Smith R","MOTOR","LOW","P2","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5183","2021-08-30",NULL,"Smith R","PUBLIC LIABILITY","LOW","P3","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5184","2021-08-31",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5185","2021-09-01",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P4","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5186","2021-09-02",NULL,"Smith R","MOTOR","MEDIUM","P3","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5187","2021-09-03",NULL,"Jones T","PUBLIC LIABILITY","LOW","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5188","2021-09-04",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P3","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5189","2021-09-05",NULL,"Brown K","MOTOR","HIGH","P2","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5190","2021-09-06",NULL,"Jones T","MOTOR","MEDIUM","P1","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5191","2021-09-07",NULL,"Jones T","MOTOR","LOW","P1","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5192","2021-09-08",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5193","2021-09-09",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5194","2021-09-10",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5195","2021-09-11",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P4","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5196","2021-09-12",NULL,"Smith R","MOTOR","MEDIUM","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5197","2021-09-13",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5198","2021-09-14",NULL,"Jones T","PUBLIC LIABILITY","LOW","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5199","2021-09-15",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P1","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5200","2021-09-16",NULL,"Smith R","MOTOR","MEDIUM","P1","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5201","2021-09-17",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5202","2021-09-18",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P2","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5203","2021-09-19",NULL,"Jones T","MOTOR","HIGH","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5204","2021-09-20",NULL,"Jones T","MOTOR","MEDIUM","P1","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5205","2021-09-21",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P3","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5206","2021-09-22",NULL,"Jones T","EMPLOYERS LIABILITY","HIGH","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5207","2021-09-23",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P3","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5208","2021-09-24",NULL,"Smith R","MOTOR","HIGH","P3","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5209","2021-09-25",NULL,"Jones T","PUBLIC LIABILITY","LOW","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5210","2021-09-26",NULL,"Jones T","MOTOR","HIGH","P1","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5211","2021-09-27",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5212","2021-09-28",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5213","2021-09-29",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P2","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5214","2021-09-30",NULL,"Jones T","MOTOR","LOW","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5215","2021-10-01",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P4","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5216","2021-10-02",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P4","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5217","2021-10-03",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P2","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5218","2021-10-04",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5219","2021-10-05",NULL,"Jones T","EMPLOYERS LIABILITY","HIGH","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5220","2021-10-06",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5221","2021-10-07",NULL,"Smith R","MOTOR","LOW","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5222","2021-10-08",NULL,"Brown K","PUBLIC LIABILITY","LOW","P4","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5223","2021-10-09",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P1","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5224","2021-10-10",NULL,"Jones T","MOTOR","MEDIUM","P1","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5225","2021-10-11",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P3","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5226","2021-10-12",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5227","2021-10-13",NULL,"Smith R","MOTOR","HIGH","P3","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5228","2021-10-14",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P3","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5229","2021-10-15",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5230","2021-10-16",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P4","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5231","2021-10-17",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5232","2021-10-18",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5233","2021-10-19",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5234","2021-10-20",NULL,"Smith R","MOTOR","MEDIUM","P2","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5235","2021-10-21",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5236","2021-10-22",NULL,"Brown K","PUBLIC LIABILITY","LOW","P4","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5237","2021-10-23",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5238","2021-10-24",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5239","2021-10-25",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P3","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5240","2021-10-26",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P4","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5241","2021-10-27",NULL,"Brown K","MOTOR","HIGH","P4","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5242","2021-10-28",NULL,"Smith R","MOTOR","HIGH","P3","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5243","2021-10-29",NULL,"Brown K","MOTOR","LOW","P2","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5244","2021-10-30",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P2","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5245","2021-10-31",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P3","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5246","2021-11-01",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P3","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5247","2021-11-02",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P3","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5248","2021-11-03",NULL,"Smith R","MOTOR","HIGH","P2","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5249","2021-11-04",NULL,"Smith R","MOTOR","LOW","P2","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5250","2021-11-05",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P2","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5251","2021-11-06",NULL,"Smith R","PUBLIC LIABILITY","LOW","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5252","2021-11-07",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5253","2021-11-08",NULL,"Smith R","PUBLIC LIABILITY","LOW","P1","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5254","2021-11-09",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P1","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5255","2021-11-10",NULL,"Smith R","MOTOR","LOW","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5256","2021-11-11",NULL,"Brown K","MOTOR","HIGH","P1","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5257","2021-11-12",NULL,"Brown K","MOTOR","LOW","P1","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5258","2021-11-13",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P1","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5259","2021-11-14",NULL,"Brown K","PUBLIC LIABILITY","LOW","P3","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5260","2021-11-15",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5261","2021-11-16",NULL,"Smith R","MOTOR","MEDIUM","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5262","2021-11-17",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5263","2021-11-18",NULL,"Brown K","MOTOR","LOW","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5264","2021-11-19",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5265","2021-11-20",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5266","2021-11-21",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5267","2021-11-22",NULL,"Smith R","MOTOR","MEDIUM","P2","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5268","2021-11-23",NULL,"Brown K","MOTOR","MEDIUM","P3","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5269","2021-11-24",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P2","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5270","2021-11-25",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5271","2021-11-26",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5272","2021-11-27",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5273","2021-11-28",NULL,"Jones T","PUBLIC LIABILITY","LOW","P3","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5274","2021-11-29",NULL,"Jones T","PUBLIC LIABILITY","LOW","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5275","2021-11-30",NULL,"Jones T","EMPLOYERS LIABILITY","MEDIUM","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5276","2021-12-01",NULL,"Jones T","PUBLIC LIABILITY","LOW","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5277","2021-12-02",NULL,"Brown K","PUBLIC LIABILITY","LOW","P2","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5278","2021-12-03",NULL,"Jones T","MOTOR","LOW","P2","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5279","2021-12-04",NULL,"Smith R","MOTOR","MEDIUM","P1","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5280","2021-12-05",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P3","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5281","2021-12-06",NULL,"Smith R","MOTOR","HIGH","P2","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5282","2021-12-07",NULL,"Jones T","PUBLIC LIABILITY","LOW","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5283","2021-12-08",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P4","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5284","2021-12-09",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P3","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5285","2021-12-10",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5286","2021-12-11",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P4","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
